dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,19.677334,17.161762,15.169437,9.358211,-4.197157,0.000000,0.139299
0.020000,19.862140,17.185469,15.355762,9.274268,-4.197157,0.000000,0.116740
0.020000,20.045714,17.205319,15.540408,9.190324,-4.197157,0.000000,0.099536
0.020000,20.227888,17.222328,15.723375,9.106381,-4.197157,0.000000,0.087474
0.020000,20.408544,17.237450,15.904663,9.022438,-4.197157,0.000000,0.080351
0.020000,20.587596,17.251586,16.084272,8.938495,-4.197157,0.000000,0.077993
0.020000,20.764975,17.265582,16.262203,8.854552,-4.197157,0.000000,0.080252
0.020000,20.940616,17.280239,16.438454,8.770609,-4.197157,-0.000000,0.087014
0.020000,21.114446,17.296316,16.613027,8.686666,-4.197157,-0.000000,0.098187
0.020000,21.286375,17.314535,16.785921,8.602722,-4.197157,0.000000,0.113698
0.020000,21.456289,17.335578,16.957136,8.518779,-4.197157,-0.000000,0.133480
0.020000,21.624040,17.360092,17.126672,8.434836,-4.197157,0.000000,0.157457
0.020000,21.789440,17.388677,17.294529,8.350893,-4.197157,0.000000,0.185527
0.020000,21.952259,17.421883,17.460708,8.266950,-4.197157,0.000000,0.217544
0.020000,22.112226,17.460198,17.625207,8.183007,-4.197157,0.000000,0.253299
0.020000,22.269024,17.504032,17.788028,8.099064,-4.197157,0.000000,0.292503
0.020000,22.422307,17.553702,17.949170,8.015120,-4.197157,0.000000,0.334774
0.020000,22.571705,17.609419,18.108633,7.931177,-4.197157,-0.000000,0.379635
0.020000,22.716842,17.671278,18.266417,7.847234,-4.197157,0.000000,0.426521
0.020000,22.857357,17.739246,18.422522,7.763291,-4.197157,0.000000,0.474801
0.020000,22.992922,17.813170,18.576949,7.679348,-4.197157,-0.000000,0.523811
0.020000,23.123264,17.892783,18.729696,7.595405,-4.197157,0.000000,0.572886
0.020000,23.245106,17.975382,18.880765,7.511462,-4.197157,-0.000000,0.616475
0.020000,23.365226,18.064182,19.030155,7.427518,-4.197157,-0.000000,0.657061
0.020000,23.480261,18.156822,19.177866,7.343575,-4.197157,0.000000,0.699220
0.020000,23.589958,18.253199,19.323898,7.259632,-4.197157,-0.000000,0.742797
0.020000,23.694077,18.353167,19.468251,7.175689,-4.197157,0.000000,0.787594
0.020000,23.792405,18.456531,19.610925,7.091746,-4.197157,-0.000000,0.833363
0.020000,23.884760,18.563051,19.751921,7.007803,-4.197157,0.000000,0.879819
0.020000,23.971007,18.672445,19.891237,6.923860,-4.197157,0.000000,0.926645
0.020000,24.051056,18.784395,20.028875,6.839917,-4.197157,-0.000000,0.973507
0.020000,24.124877,18.898553,20.164834,6.755973,-4.197157,0.000000,1.020066
