dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,23.491426,20.336107,19.961948,4.253891,0.649699,-5.983475,1.444789
0.020000,23.500937,20.420846,20.047220,4.263596,0.485239,-8.223012,1.472978
0.020000,23.508137,20.505930,20.132608,4.269389,0.289660,-9.778936,1.499510
0.020000,23.513146,20.591201,20.218026,4.270876,0.074349,-10.765574,1.524465
0.020000,23.516089,20.676506,20.303382,4.267821,-0.152755,-11.355183,1.547928
0.020000,23.517088,20.761704,20.388585,4.260163,-0.382860,-11.505257,1.569982
0.020000,23.516268,20.846658,20.473544,4.247926,-0.611853,-11.449682,1.590713
0.020000,23.513816,20.930047,20.556969,4.171249,-3.833878,-161.101206,1.608124
0.020000,23.509885,21.019869,20.646876,4.495380,16.206549,1002.021335,1.621187
0.020000,23.504894,21.106879,20.734030,4.357684,-6.884793,-1154.567090,1.635243
0.020000,23.498835,21.191064,20.818432,4.220115,-6.878468,0.316241,1.650289
0.020000,23.491709,21.272407,20.900087,4.082753,-6.868099,0.518455,1.666321
0.020000,23.483524,21.350897,20.979002,3.945749,-6.850180,0.895928,1.683332
0.020000,23.474299,21.426522,21.055188,3.809277,-6.823610,1.328530,1.701314
0.020000,23.464057,21.499276,21.128659,3.673556,-6.786030,1.878967,1.720251
0.020000,23.452833,21.569158,21.199437,3.538880,-6.733803,2.611365,1.740124
0.020000,23.440668,21.636174,21.267548,3.405563,-6.665844,3.397929,1.760909
0.020000,23.427608,21.700338,21.333028,3.273980,-6.579154,4.334515,1.782574
0.020000,23.413706,21.761673,21.395918,3.144536,-6.472226,5.346392,1.805078
0.020000,23.399021,21.820212,21.456272,3.017672,-6.343181,6.452277,1.828375
0.020000,23.383614,21.876001,21.514149,2.893852,-6.190997,7.609165,1.852408
0.020000,23.367549,21.929094,21.569620,2.773544,-6.015396,8.780071,1.877112
0.020000,23.350890,21.979560,21.622764,2.657214,-5.816527,9.943453,1.902414
0.020000,23.333703,22.027477,21.673670,2.545297,-5.595817,11.035495,1.928233
0.020000,23.316049,22.072933,21.722434,2.438199,-5.354915,12.045115,1.954479
0.020000,23.297989,22.116027,21.769159,2.336259,-5.096985,12.896495,1.981058
0.020000,23.279578,22.156864,21.813954,2.239746,-4.825656,13.566430,2.007868
0.020000,23.260868,22.195554,21.856931,2.148841,-4.545283,14.018677,2.034807
0.020000,23.241904,22.232212,21.898203,2.063627,-4.260681,14.230108,2.061770
0.020000,23.222729,22.266953,21.937885,1.984088,-3.976945,14.186762,2.088651
0.020000,23.203379,22.299892,21.976087,1.910106,-3.699086,13.892990,2.115349
0.020000,23.183887,22.331140,22.012916,1.841463,-3.432166,13.345957,2.141764
0.020000,23.164284,22.360806,22.048474,1.777862,-3.180072,12.604711,2.167803
0.020000,23.144596,22.388988,22.082852,1.718919,-2.947114,11.647919,2.193381
0.020000,23.124850,22.415783,22.116136,1.664209,-2.735511,10.580116,2.218420
0.020000,23.105072,22.441275,22.148401,1.613253,-2.547825,9.384317,2.242849
0.020000,23.085288,22.465544,22.179712,1.565549,-2.385170,8.132735,2.266610
0.020000,23.065526,22.488660,22.210124,1.520600,-2.247476,6.884708,2.289651
0.020000,23.045815,22.510686,22.239682,1.477904,-2.134798,5.633936,2.311930
0.020000,23.026185,22.531677,22.268422,1.436982,-2.046077,4.436036,2.333415
0.020000,23.006670,22.551683,22.296370,1.397384,-1.979919,3.307870,2.354081
0.020000,22.987305,22.570747,22.323544,1.358717,-1.933358,2.328082,2.373912
0.020000,22.968128,22.588908,22.349956,1.320587,-1.906494,1.343207,2.392897
0.020000,22.949176,22.606198,22.375609,1.282681,-1.895283,0.560556,2.411032
0.020000,22.930491,22.622649,22.400504,1.244730,-1.897559,-0.113835,2.428318
0.020000,22.912114,22.638286,22.424634,1.206481,-1.912437,-0.743887,2.444761
0.020000,22.894087,22.653134,22.447988,1.167742,-1.936959,-1.226125,2.460369
0.020000,22.876452,22.667215,22.470556,1.128359,-1.969154,-1.609715,2.475154
0.020000,22.859251,22.680550,22.492320,1.088210,-2.007464,-1.915510,2.489131
0.020000,22.842525,22.693155,22.513264,1.047192,-2.050899,-2.171727,2.502315
0.020000,22.826316,22.705049,22.533369,1.005253,-2.096930,-2.301584,2.514724
0.020000,22.810663,22.716249,22.552616,0.962349,-2.145196,-2.413280,2.526376
0.020000,22.795604,22.726768,22.570985,0.918462,-2.194355,-2.457973,2.537287
0.020000,22.781176,22.736622,22.588457,0.873582,-2.243981,-2.481271,2.547478
0.020000,22.767414,22.745823,22.605011,0.827718,-2.293202,-2.461085,2.556966
0.020000,22.754352,22.754385,22.620629,0.780916,-2.340114,-2.345593,2.565768
0.020000,22.742020,22.762320,22.635293,0.733194,-2.386092,-2.298874,2.573901
0.020000,22.730449,22.769638,22.648985,0.684580,-2.430702,-2.230498,2.581383
0.020000,22.719665,22.776351,22.661688,0.635143,-2.471861,-2.057973,2.588227
0.020000,22.709693,22.782468,22.673386,0.584934,-2.510464,-1.930130,2.594448
0.020000,22.700556,22.787999,22.684066,0.534003,-2.546529,-1.803259,2.600060
0.020000,22.692276,22.792951,22.693715,0.482411,-2.579620,-1.654569,2.605075
